timestamp_s,Aceleracion
0.0,10.058218781168884
0.01,10.805072824530953
0.02,11.311772237289969
0.03,11.841233450920422
0.04,12.582929760511934
0.05,12.823534871353482
0.06,13.54413173780475
0.07,13.662159124443845
0.08,14.402795827810484
0.09,14.41461277953012
0.1,14.081651398441297
0.11,15.139165020278272
0.12,15.207776807612564
0.13,14.821756176887195
0.14,14.831106162133432
0.15,14.061863009748373
0.16,14.30941536496857
0.17,14.135583794075641
0.18,13.52177963285618
0.19,13.243160951124798
0.2,13.102703595140552
0.21,12.105394668523118
0.22,11.778241749884401
0.23,10.915116044795656
0.24,10.157774301752475
0.25,10.098833954043181
0.26,9.299792309046554
0.27,8.550898522670495
0.28,7.9480961387694435
0.29,7.701360604116687
0.3,6.850288608979663
0.31,6.287279918057874
0.32,6.169873886308055
0.33,5.564049251619978
0.34,5.049606552281264
0.35000000000000003,5.015713960318246
0.36,5.313582007934803
0.37,4.465277957089597
0.38,4.83823365855026
0.39,4.950237415814977
0.4,4.952730081304813
0.41000000000000003,5.280709296936022
0.42,5.648000006211535
0.43,5.475113851387662
0.44,6.2621999327542275
0.45,6.946080986973095
0.46,7.448350347193412
0.47000000000000003,7.972428697392004
0.48,8.344326143174332
0.49,8.493753211677449
0.5,9.323041723089261
0.51,10.096094403663121
0.52,11.054124905146287
0.53,11.371179768354512
0.54,12.014944235260717
0.55,12.915947859508343
0.56,12.809417211998786
0.5700000000000001,13.543561218026946
0.58,14.124111540365252
0.59,13.962519882133254
0.6,14.356228132567171
0.61,15.364659417314739
0.62,14.903020794937971
0.63,14.758466464191011
0.64,15.155525625819863
0.65,15.02584893270957
0.66,14.084063464816722
0.67,13.849570044882869
0.68,13.718153985376436
0.6900000000000001,12.828346510707778
0.7000000000000001,12.827656944116235
0.71,12.160050291762492
0.72,11.067827614690843
0.73,11.442775972509464
0.74,10.970104403021296
0.75,10.243785086660644
0.76,9.338907174158146
0.77,8.19602850702576
0.78,7.893984568644769
0.79,7.862812672083772
0.8,7.111369847972306
0.81,6.712390207928315
0.8200000000000001,6.22185289305564
0.8300000000000001,5.844810568324855
0.84,5.337075851964185
0.85,5.024008300666665
0.86,4.947333928608888
0.87,5.024512226644921
0.88,4.39705367430923
0.89,4.773940045372948
0.9,4.810118257879267
0.91,5.237733855938606
0.92,5.509756794534949
0.93,5.871619839013588
0.9400000000000001,6.85777783926046
0.9500000000000001,6.491664481184903
0.96,7.831523833009176
0.97,7.962982632463719
0.98,8.986247961968502
0.99,9.18909011943915
