timestamp_s,Aceleracion
0.0,-9.565261264050724
0.01,-9.664455316402323
0.02,-8.920935796069912
0.03,-8.739598321049407
0.04,-8.499570159291581
0.05,-8.298330582907083
0.06,-8.129422024799613
0.07,-7.816370326507748
0.08,-8.011108081258934
0.09,-7.708292544668686
0.1,-7.400785925610478
0.11,-7.057862388460428
0.12,-7.099833837688732
0.13,-6.751657877355611
0.14,-6.948046677218803
0.15,-7.786184678107507
0.16,-7.293836250597861
0.17,-7.317434440455458
0.18,-7.673122506974301
0.19,-8.389204376921077
0.2,-8.238093398379505
0.21,-8.59577580084431
0.22,-8.56232749662843
0.23,-8.645877880136341
0.24,-9.06413428622476
0.25,-9.783559833500727
0.26,-9.630669544001446
0.27,-10.129225251421932
0.28,-10.182121102763197
0.29,-10.795354998893172
0.3,-10.949606744699846
0.31,-11.277785764162719
0.32,-11.560513043910044
0.33,-11.347402483113887
0.34,-11.694722203376907
0.35000000000000003,-11.976915607226696
0.36,-12.562506782433102
0.37,-12.490750401203286
0.38,-12.379365068969037
0.39,-12.269040321612714
0.4,-12.83921735326224
0.41000000000000003,-12.164388445917094
0.42,-12.578424506826835
0.43,-12.493116276062684
0.44,-11.78654822354188
0.45,-12.028040524323615
0.46,-11.592681606016633
0.47000000000000003,-11.20283835602245
0.48,-11.0534495686802
0.49,-11.21239687447015
0.5,-10.804759078383018
0.51,-10.517916133038781
0.52,-9.966970632017395
0.53,-9.675936570750796
0.54,-9.17773857360786
0.55,-9.028314129265409
0.56,-8.625809483332578
0.5700000000000001,-8.637339691203149
0.58,-8.409329755594324
0.59,-8.475835691600821
0.6,-8.040607428144378
0.61,-8.110807909301384
0.62,-7.736407692591061
0.63,-7.024638212308259
0.64,-7.246630040677404
0.65,-7.232687437650962
0.66,-7.250813758858267
0.67,-7.3619732039284465
0.68,-7.305733387182461
0.6900000000000001,-7.112713818020093
0.7000000000000001,-7.7506807237900786
0.71,-7.799275782500206
0.72,-8.048997602042178
0.73,-8.112482343728416
0.74,-7.602043254679856
0.75,-8.041054736252232
0.76,-8.287828251663043
0.77,-9.400640439490905
0.78,-9.722315484060703
0.79,-9.436912826414193
0.8,-10.210576635957494
0.81,-10.203926211690359
0.8200000000000001,-10.92622312396876
0.8300000000000001,-10.579352779996247
0.84,-11.168547130019308
0.85,-11.490457605374747
0.86,-10.90937114761626
0.87,-11.784322366757541
0.88,-12.278432431344761
0.89,-12.39114349709493
0.9,-11.967668826030692
0.91,-12.599549773839401
0.92,-12.017700492401193
0.93,-12.725938918922836
0.9400000000000001,-12.352442090785077
0.9500000000000001,-12.642502102639124
0.96,-11.98883139932185
0.97,-11.822471200728081
0.98,-11.844452966673312
0.99,-11.842269381938257
1.0,-11.719095755215672
1.01,-11.3678489132145
1.02,-11.380047647901902
1.03,-10.976418150267378
1.04,-10.15934626802414
1.05,-10.306989806596398
1.06,-9.872937412154208
1.07,-9.207180406276668
1.08,-9.167759944352207
1.09,-8.948473489071148
1.1,-8.402541635792534
1.11,-8.284172539570786
1.12,-8.057438592028147
1.1300000000000001,-7.881359607888122
1.1400000000000001,-7.369839442790453
1.1500000000000001,-7.141525656428277
1.16,-8.02762508562965
1.17,-6.83645549826649
1.18,-7.060115397081192
1.19,-7.309739034462679
1.2,-7.010750488603802
1.21,-7.642798312456529
1.22,-7.2752106025690875
1.23,-7.162124535549247
1.24,-7.685732127519075
1.25,-8.37696036389367
1.26,-7.959157939454196
1.27,-8.276979556651591
1.28,-8.104469593526483
1.29,-8.511678106915701
1.3,-8.525157789702078
1.31,-9.29862485596807
1.32,-9.443222212839958
1.33,-9.771419459573785
1.34,-10.396122488044645
1.35,-10.460988470792206
1.36,-10.175625222797853
1.37,-11.243741621265919
1.3800000000000001,-11.215098847774067
1.3900000000000001,-11.61963729315352
1.4000000000000001,-11.600052870490508
1.41,-12.196682973198717
1.42,-11.783981119780599
1.43,-12.283634017837615
1.44,-12.403799274892659
1.45,-12.520836768220601
1.46,-12.296591644229078
1.47,-12.60770310320513
1.48,-12.098846646467617
1.49,-12.383937056619772
1.5,-12.1291717015796
1.51,-11.60856964463548
1.52,-11.366506262529214
1.53,-11.459804413194446
1.54,-11.405717313979734
1.55,-10.996122827769248
1.56,-10.517252429932306
1.57,-10.389386985961018
1.58,-9.984717078878841
1.59,-9.5113766838281
1.6,-9.960829599213112
1.61,-9.182013916940036
1.62,-8.874433848485799
1.6300000000000001,-8.755871672577307
1.6400000000000001,-8.2252801345561
1.6500000000000001,-8.31534081235361
1.6600000000000001,-7.986735670316947
1.67,-7.781776888267243
1.68,-7.059065942487144
1.69,-7.680363045356762
1.7,-7.333100165314937
1.71,-6.983842421634733
1.72,-7.056819749564761
1.73,-7.539037562314026
1.74,-7.248582437779387
1.75,-7.815740762151825
1.76,-7.272911749629951
1.77,-7.467653216648024
1.78,-7.949794514046864
1.79,-8.287780990152294
1.8,-8.235769807960114
1.81,-8.699875409904086
1.82,-9.04605176898885
1.83,-9.056294311211458
1.84,-9.119631236608628
1.85,-9.813987183787173
1.86,-10.235168689126281
1.87,-10.529002323825866
1.8800000000000001,-10.300723744591396
1.8900000000000001,-11.152457445664622
1.9000000000000001,-11.43926750503674
1.9100000000000001,-11.268280476031649
1.92,-11.615671605401303
1.93,-11.579114566636546
1.94,-11.963769440452866
1.95,-12.371509201009095
1.96,-11.993237345638214
1.97,-12.704178929759706
1.98,-12.26015076598334
1.99,-12.494761018697897
2.0,-12.090456165934524
2.0100000000000002,-12.360334407639435
2.02,-12.0959994453811
2.0300000000000002,-12.120513636360098
2.04,-11.833182174679521
2.05,-11.56200184963869
2.06,-11.562251432021347
2.07,-11.25918960530435
2.08,-10.563295528907103
2.09,-10.654221554988244
2.1,-9.743928869746805
2.11,-10.036641526939354
2.12,-10.102828451547202
2.13,-9.881032892823884
2.14,-8.767634894966534
2.15,-8.929930884403593
2.16,-8.811450037653932
2.17,-7.863679315581949
2.18,-8.101960102749937
2.19,-7.949591217980319
2.2,-7.455950940263056
2.21,-7.49428721194226
2.22,-7.280584356487935
2.23,-7.2510863467478694
2.24,-7.425472835286371
2.25,-7.478897169854282
2.2600000000000002,-7.036511202578483
2.27,-7.207218428458776
2.2800000000000002,-7.449051832104546
2.29,-8.227753774847297
2.3000000000000003,-7.871180772559716
2.31,-7.921317806002771
2.32,-7.797768043963123
2.33,-8.234137605464634
2.34,-8.171555574545545
2.35,-9.429684613799536
2.36,-9.387536225324661
2.37,-9.455440822352717
2.38,-10.158405371455954
2.39,-10.121559351543489
2.4,-10.329467405616384
2.41,-10.60462149366891
2.42,-10.781365023996075
2.43,-11.70805057957404
2.44,-11.833458456117933
2.45,-11.80059938861678
2.46,-11.898525925620394
2.47,-12.363776688801464
2.48,-12.410061895645264
2.49,-12.444055209981666
2.5,-12.213125118009565
2.5100000000000002,-12.32661436620615
2.52,-12.16891147569779
2.5300000000000002,-12.268698812991257
2.54,-11.59298440971958
2.5500000000000003,-12.224412989500012
2.56,-11.985150102707763
2.57,-11.779020459288025
2.58,-11.230437188527558
2.59,-10.736003476795382
2.6,-11.02246249188451
2.61,-10.74113467747384
2.62,-10.198583829794028
2.63,-10.342564440173119
2.64,-9.99268712836042
2.65,-10.314819609121743
2.66,-9.2064210537711
2.67,-9.1595252436013
2.68,-8.486904651996118
2.69,-8.433321368956406
2.7,-8.477031217231431
2.71,-7.980202904245348
2.72,-7.788999522445025
2.73,-7.634779617372562
2.74,-7.468683174250957
2.75,-7.277857338846388
2.7600000000000002,-7.223382956941105
2.77,-7.247790793249834
2.7800000000000002,-7.1177971330194
2.79,-7.260897149806443
2.8000000000000003,-7.298732729803278
2.81,-7.436498601342887
2.82,-7.724874822225578
2.83,-7.962652753594687
2.84,-7.9916743718425405
2.85,-8.334671501320082
2.86,-8.166382181923206
2.87,-8.630061396518768
2.88,-9.367450195790617
2.89,-9.166918286630873
2.9,-9.680286932726728
2.91,-9.820571186762237
2.92,-10.3820775800563
2.93,-10.510206626952076
2.94,-10.768533942208173
2.95,-11.42451193302164
2.96,-11.201723354030806
2.97,-11.765284356447944
2.98,-12.069146708237453
2.99,-12.071764959808558
3.0,-12.093520353549426
3.0100000000000002,-12.666241242415184
3.02,-11.94650479531103
3.0300000000000002,-12.195412427692233
3.04,-12.58091180111787
3.0500000000000003,-12.374788051779872
