timestamp_s,Aceleracion
0.0,14.880398926938938
0.005,14.599699720918641
0.01,14.377771111005217
0.015,14.159957517548063
0.02,13.841817043718079
0.025,14.18865187976541
0.03,13.364529730115748
0.035,13.580431472781505
0.04,13.542849339078147
0.045,13.537451894457044
0.05,13.573300186999631
0.055,13.275114927456842
0.06,12.873618070720855
0.065,12.933010003059184
0.07,12.390516516330345
0.075,12.784266326865893
0.08,12.322415552909366
0.085,12.0743807397739
0.09,11.936732458209086
0.095,11.907674079066446
0.1,11.69678118534836
0.105,12.088701944843411
0.11,11.342455472901737
0.115,11.34797496118213
0.12,11.202415066175973
0.125,11.057801152073223
0.13,10.918547507927046
0.135,10.66648734110439
0.14,10.501429960763282
0.145,10.300980881239983
0.15,10.03106955432636
0.155,10.227247315348476
0.16,10.236132669009825
0.165,9.785902001236032
0.17,9.638047234714723
0.17500000000000002,9.541715074417297
0.18,9.368115076685473
0.185,9.02821044895569
0.19,9.443697370517626
0.195,9.113677100902803
0.2,8.738729473636848
0.20500000000000002,8.795684186009398
0.21,8.503729735342013
0.215,8.4042550635548
0.22,8.3745266838362
0.225,8.347468192920338
0.23,8.3159115099446
0.23500000000000001,8.207909978937463
0.24,7.672467771170777
0.245,7.477391239438223
0.25,7.4523519276596195
0.255,7.313182567112193
0.26,6.9957410745435755
0.265,6.873551958054968
0.27,7.0153533601024165
0.275,7.03610046014821
0.28,6.5174717736529475
0.28500000000000003,6.288200635149671
0.29,6.216131221742273
0.295,5.928781032159903
0.3,5.928224850384115
0.305,5.922269995720481
0.31,5.676484604949299
0.315,5.794630817196151
0.32,5.4328450794048555
0.325,5.353833632311382
0.33,5.082790557062457
0.335,5.2305976285441504
0.34,4.577907881700877
0.34500000000000003,4.8820021193682
0.35000000000000003,4.85308994198356
0.355,5.398199563912045
0.36,5.5481363970385065
0.365,5.42005538378238
0.37,5.9999784113742045
0.375,5.754059951299451
0.38,5.682003641802335
0.385,6.047614628043628
0.39,6.321045957212974
0.395,6.347359636526882
0.4,6.992548196863248
0.405,6.855737292467369
0.41000000000000003,7.176141578413474
0.41500000000000004,7.252298345410293
0.42,6.7832097197747885
0.425,7.1900701600106505
0.43,6.865189791746348
0.435,7.426882446180212
0.44,7.924467319741825
0.445,7.6780987300608405
0.45,7.864707542154741
0.455,8.202586137921637
0.46,8.440146467763633
0.465,8.356754136459006
0.47000000000000003,8.522197800755942
0.47500000000000003,8.880509769788045
0.48,8.914888124613467
0.485,8.952391750643432
