timestamp_s,Aceleracion
0.0,10.213607627958305
0.01,11.774422135696684
0.02,12.629999595188352
0.03,13.11227009645074
0.04,14.730092699795213
0.05,14.757897532860852
0.06,15.415396430148578
0.07,16.106943728149353
0.08,17.238176343631263
0.09,17.93033145610112
0.1,18.507655612522818
0.11,18.79763707872847
0.12,19.092556576112795
0.13,19.846064618259796
0.14,19.67381796262386
0.15,19.779678951129593
0.16,20.535983435138533
0.17,20.25228916498108
0.18,20.266458442135214
0.19,20.16474439858232
0.2,19.644939213347666
0.21,19.355910108419916
0.22,19.27443576349255
0.23,18.511989046339796
0.24,18.232563496192203
0.25,17.5427949238311
0.26,16.622059689326676
0.27,16.46159173815614
0.28,15.146398525544528
0.29,14.730987919226198
0.3,13.855007989580182
0.31,13.288490096745708
0.32,11.800380279463727
0.33,11.034829359443696
0.34,10.224955948781037
0.35000000000000003,9.370974135302074
0.36,8.622232723181247
0.37,7.573155219042752
0.38,6.609965320265242
0.39,5.994377570301214
0.4,5.426899519115242
0.41000000000000003,3.768268243597593
0.42,3.354982566471309
0.43,2.8465812646119093
0.44,2.034922030323849
0.45,1.7906617273133194
0.46,0.8333295506110475
0.47000000000000003,0.21872823299462962
0.48,0.31927560861045223
0.49,-0.885104587173008
0.5,-0.5249114379028404
0.51,0.05264422810487923
0.52,-0.5829221677200381
0.53,-0.46789840019615847
0.54,-0.6805504675511789
0.55,-0.2520702231931824
0.56,-0.00527679945103985
0.5700000000000001,0.8494196188346825
0.58,0.5621143178943857
0.59,0.6258474881361208
0.6,1.9874989271151415
0.61,2.9062758869760263
0.62,3.0379120465022043
0.63,3.4983842364569733
0.64,4.477213363350541
0.65,5.685628261686964
0.66,6.30252184996466
0.67,7.346654701987261
0.68,7.6596438820909185
0.6900000000000001,9.04458159900722
0.7000000000000001,10.302664033014645
0.71,10.968172597281873
0.72,11.697431865456748
0.73,13.118513496395785
0.74,13.980096938103944
0.75,14.463491324990086
0.76,15.20272503793623
0.77,16.47137100868173
0.78,16.727211546549928
0.79,17.480094116042654
0.8,18.565507513264222
0.81,18.689582204099793
0.8200000000000001,18.97559704476324
0.8300000000000001,18.987198891774277
0.84,19.79414889937257
0.85,19.987295034376622
0.86,19.994428727322045
0.87,20.4398358426186
0.88,19.859753730024256
0.89,19.67730581430892
0.9,19.68349958504554
0.91,19.59306079471197
0.92,18.87107755275369
0.93,18.521880755993084
0.9400000000000001,18.1020253186926
0.9500000000000001,17.72730798262306
0.96,16.921746544532958
0.97,16.645833720125562
0.98,15.098425372082335
0.99,14.954304839130304
1.0,13.865950192208562
1.01,13.257974731663685
1.02,12.736237479134218
1.03,11.305191296504164
1.04,10.439755869708632
1.05,9.662394736049471
1.06,8.187169720705455
1.07,7.760065062820882
1.08,6.891828404980172
1.09,5.772404092016279
1.1,5.120392957876151
1.11,4.178987939052119
1.12,3.1915695013188263
1.1300000000000001,2.3412227644243897
1.1400000000000001,2.260485905010436
1.1500000000000001,1.868930835062637
1.16,0.7039081128904204
1.17,0.5416446489687758
1.18,-0.22871264081678222
1.19,-0.33845415231234277
1.2,-0.55877244668061
1.21,-0.8502925777714966
1.22,-0.6301425200954308
1.23,-0.32470065027802864
1.24,-0.3089968000152449
1.25,-0.3709880758631333
1.26,0.40315708634441005
1.27,0.4713123108957278
1.28,1.312900970749408
1.29,1.0547576675964185
1.3,2.7235776514422345
1.31,2.5769550135828996
1.32,3.0361054504683134
1.33,3.828729929511469
